panel,block,cohort,PC1,PC2
a,radiomics,LUNG1,4.107722623485345,-2.227667065528073
a,radiomics,LUNG1,4.41148460270424,-0.009101213042411491
a,radiomics,LUNG1,12.03755349045185,-3.264181947043776
a,radiomics,LUNG1,1.181571596735111,-1.1335710188176447
a,radiomics,LUNG1,5.358626219778008,-2.343229029872611
a,radiomics,LUNG1,1.004788100775931,1.9571572353988014
a,radiomics,LUNG1,5.5415634564137966,-5.2038459257924385
a,radiomics,LUNG1,-0.5078052195732503,4.028493187636075
a,radiomics,LUNG1,8.285843517689132,-5.215987550056137
a,radiomics,LUNG1,11.211305973740867,-2.063007507056732
a,radiomics,LUNG1,2.8173764671828585,-1.044400774995971
a,radiomics,LUNG1,4.289169047369695,-2.52431632808745
a,radiomics,LUNG1,1.5843003178645338,1.7455346989161697
a,radiomics,LUNG1,4.215256790576782,-2.4619555232139017
a,radiomics,LUNG1,3.720937000530354,1.2298205322296105
a,radiomics,LUNG1,3.11308946227995,-1.7055420641305743
a,radiomics,LUNG1,2.4420699147277984,1.0248000829271413
a,radiomics,LUNG1,-1.2089671640534367,0.3329198232208049
a,radiomics,LUNG1,3.017773353440454,-0.05745196782813098
a,radiomics,LUNG1,2.016584491425186,-2.5887187570395978
a,radiomics,LUNG1,0.8587261231367228,1.1525838097816354
a,radiomics,LUNG1,9.093077725783319,-3.1297071045824594
a,radiomics,LUNG1,1.379297623098054,-2.3212791906757606
a,radiomics,LUNG1,2.139254640701796,-0.18152791442441615
a,radiomics,LUNG1,2.71370433319038,-0.4159151171387718
a,radiomics,LUNG1,5.198616601477692,-2.6996236173568935
a,radiomics,LUNG1,1.3091693820627814,3.452057511641205
a,radiomics,LUNG1,2.223550761044564,-1.4323657529442533
a,radiomics,LUNG1,5.144039814279553,0.5576524019816319
a,radiomics,LUNG1,3.001276150773517,-3.4415329192761135
a,radiomics,LUNG1,6.163306324851683,-5.328302042819522
a,radiomics,LUNG1,-0.532066809252786,1.2757082395416794
a,radiomics,LUNG1,2.9840756435032327,-0.8932825748656209
a,radiomics,LUNG1,2.28630768291968,-3.6840405732139434
a,radiomics,LUNG1,0.4750576968416901,3.355135677567613
a,radiomics,LUNG1,8.864250175102265,-8.797147430171165
a,radiomics,LUNG1,3.912189924613173,-1.012295277287538
a,radiomics,LUNG1,1.8009098022547585,-0.5606705120833364
a,radiomics,LUNG1,1.5209110702645765,-2.4863092190575338
a,radiomics,LUNG1,-0.5885586606495085,1.5747441120590377
a,radiomics,LUNG1,1.518163531536524,1.896261678602091
a,radiomics,LUNG1,1.3234680496352635,0.4766269615609404
a,radiomics,LUNG1,-0.1085125637970458,-1.1279850563852007
a,radiomics,LUNG1,-1.188523523276785,1.0626281201448684
a,radiomics,LUNG1,9.36241618536658,0.09188208331770248
a,radiomics,LUNG1,3.189692222029035,0.5601769996020798
a,radiomics,LUNG1,-3.083303724109747,3.6459100213778446
a,radiomics,LUNG1,2.2386336445527477,0.228366749952209
a,radiomics,LUNG1,1.443525434021393,0.8794318036490684
a,radiomics,LUNG1,1.6586787797152864,0.9497643154644678
a,radiomics,LUNG1,3.422759973517423,-1.4534104274818895
a,radiomics,LUNG1,14.202084676258895,-13.467077142828048
a,radiomics,LUNG1,4.65936831275872,0.3307270453850836
a,radiomics,LUNG1,2.2792012477771153,0.6841700684572848
a,radiomics,LUNG1,0.8289418662977412,0.03655300467273509
a,radiomics,LUNG1,-0.7959897131681428,1.417320462715544
a,radiomics,LUNG1,5.626025072595617,-0.015201209013134723
a,radiomics,LUNG1,1.3435925983468278,-0.600456578740855
a,radiomics,LUNG1,0.9509462502015726,1.3995926545937665
a,radiomics,LUNG1,2.705195301489752,1.2315863175093318
a,radiomics,LUNG1,2.080646896763003,-1.8439674566130373
a,radiomics,LUNG1,1.206510859920455,2.858683985347573
a,radiomics,LUNG1,-0.19653735818173917,-1.7753878240863747
a,radiomics,LUNG1,2.3308339210900195,0.578600079813048
a,radiomics,LUNG1,1.7856301987179026,1.3493839812889301
a,radiomics,LUNG1,3.23582154441864,-1.608313796162482
a,radiomics,LUNG1,1.4521828465795616,0.31801377321479385
a,radiomics,LUNG1,0.4631563609933296,2.4973736462436356
a,radiomics,LUNG1,-1.9355005866938377,3.5503908958560784
a,radiomics,LUNG1,4.792814311025745,-0.8910190073332042
a,radiomics,LUNG1,-0.2891881283896269,1.7168246483891108
a,radiomics,LUNG1,5.379871328533407,-1.900730299418509
a,radiomics,LUNG1,-1.7799519830858679,3.822928978418429
a,radiomics,LUNG1,2.635830530432641,-0.7129645035167833
a,radiomics,LUNG1,-1.3599450356853549,3.1153366800751465
a,radiomics,LUNG1,3.468623787293671,0.25587495220394374
a,radiomics,LUNG1,0.30472424846734925,1.1863377067830114
a,radiomics,LUNG1,1.9180933714260455,1.7605278252794767
a,radiomics,LUNG1,0.9077771382287625,0.19244030736559717
a,radiomics,LUNG1,1.6211905306901582,2.8579732247890908
a,radiomics,LUNG1,1.199785461453118,2.5508199116031767
a,radiomics,LUNG1,3.841999371441085,-0.31411409225047054
a,radiomics,LUNG1,1.5458678198485898,-1.0446180950829875
a,radiomics,LUNG1,1.4150068679819925,0.9506858658978369
a,radiomics,LUNG1,3.088984982787345,0.11216393276989955
a,radiomics,LUNG1,6.463262784187051,-3.2187481158109525
a,radiomics,LUNG1,4.991684319452673,-1.09710911279212
a,radiomics,LUNG1,0.8117481945759563,-0.07654060092001995
a,radiomics,LUNG1,4.555009177702779,-1.9921306601782802
a,radiomics,LUNG1,-1.3367563590679246,4.679559709491181
a,radiomics,LUNG1,-0.567597338181933,3.1335220157051777
a,radiomics,LUNG1,-0.16679434935316811,-0.40996647897556016
a,radiomics,LUNG1,7.846338313349631,-2.8410595103440364
a,radiomics,LUNG1,3.027600514003367,-1.8068336846235904
a,radiomics,LUNG1,-2.6322958490747883,-13.67049539018026
a,radiomics,LUNG1,2.378922255939718,-0.45823236863666844
a,radiomics,LUNG1,5.167670100423577,-2.071945003289749
a,radiomics,LUNG1,5.676106911566853,-0.6407748116370557
a,radiomics,LUNG1,6.852283747585861,-3.750301648150788
a,radiomics,LUNG1,7.351811274802558,-5.710399301138945
a,radiomics,LUNG1,-0.4947410919331846,-1.702271331603089
a,radiomics,LUNG1,7.629860634499984,-0.9470988999774592
a,radiomics,LUNG1,0.03917236537017457,-0.9338743262979246
a,radiomics,LUNG1,1.300109111042385,0.33543800736714785
a,radiomics,LUNG1,9.294872315383191,-1.8990416358288464
a,radiomics,LUNG1,1.5648894158807878,-1.45246053323918
a,radiomics,LUNG1,1.9473638883658555,-1.849812570153384
a,radiomics,LUNG1,1.812120747532482,4.668130205589399
a,radiomics,LUNG1,2.3006460756861404,5.353311479132068
a,radiomics,LUNG1,5.190590220676967,-0.1065624380663275
a,radiomics,LUNG1,2.947932999550753,1.5017465396217273
a,radiomics,LUNG1,5.5192300633725875,-1.6984409609322022
a,radiomics,LUNG1,8.579447981160081,-6.860292367320271
a,radiomics,LUNG1,0.5982807989723039,-0.000873288074133312
a,radiomics,LUNG1,1.3123640511039356,-4.136064365292611
a,radiomics,LUNG1,5.267771644070142,1.4438678822327662
a,radiomics,LUNG1,-0.6630409867739807,6.338719006467446
a,radiomics,LUNG1,-0.27270614862809534,1.2404111661517876
a,radiomics,LUNG1,2.8295710689633027,0.7600715120946517
a,radiomics,LUNG1,8.611343549110812,-5.744595352408762
a,radiomics,LUNG1,5.733884380430879,-5.374867331452472
a,radiomics,LUNG1,1.0809348883298933,1.62820105474667
a,radiomics,LUNG1,0.292890310934552,1.0713236927489764
a,radiomics,LUNG1,2.919340043512343,2.3644354214381766
a,radiomics,LUNG1,0.749451308614551,-1.9100072412100924
a,radiomics,LUNG1,1.4678343490473225,0.42539619113889937
a,radiomics,LUNG1,1.389914196485968,1.7378904098165646
a,radiomics,LUNG1,2.7452122248120365,1.5967950237084887
a,radiomics,LUNG1,4.34122156000561,-0.07025749796637759
a,radiomics,LUNG1,2.588779316759388,0.40321854131523643
a,radiomics,LUNG1,-0.7532213597243337,1.4488143798701505
a,radiomics,LUNG1,1.9413032461520463,1.5520023790403594
a,radiomics,LUNG1,1.8129243364512393,-0.4327295937082708
a,radiomics,LUNG1,7.395462754573895,-4.800711681794688
a,radiomics,LUNG1,1.7502715898527557,0.005138402890567364
a,radiomics,LUNG1,0.65426828716696,3.140743511475907
a,radiomics,LUNG1,2.0736256702643194,1.8015607286766155
a,radiomics,LUNG1,2.54454951021485,2.3991102332309104
a,radiomics,LUNG1,1.0600366556816092,-2.6137977816933797
a,radiomics,LUNG1,4.237600598742488,-2.0853960250159234
a,radiomics,LUNG1,-0.5370684592119019,2.429673777286185
a,radiomics,LUNG1,7.414801704458105,-0.6455423485578173
a,radiomics,LUNG1,2.3648278322794383,0.8650204765989391
a,radiomics,LUNG1,4.444073760945466,-4.0858794255831326
a,radiomics,LUNG1,0.8021012741150901,0.7264059344962139
a,radiomics,LUNG1,4.210982496683271,0.08185664083435303
a,radiomics,LUNG1,2.6996118250488306,-0.5795428911087113
a,radiomics,LUNG1,1.8755656940034757,2.8526329971150117
a,radiomics,LUNG1,12.072151063282007,-4.639463785321773
a,radiomics,LUNG1,6.147311995617885,-3.852739688107672
a,radiomics,LUNG1,0.21125668162318084,3.1700010454784735
a,radiomics,LUNG1,3.616370068957982,-1.6587662269867027
a,radiomics,LUNG1,12.033616481027227,-5.869421571864517
a,radiomics,LUNG1,5.111956260270331,1.313307223093653
a,radiomics,LUNG1,4.619500285706244,-0.3780945923238181
a,radiomics,LUNG1,2.47534909332026,-1.9861283605729643
a,radiomics,LUNG1,11.738756409416741,-6.874560148150157
a,radiomics,LUNG1,2.5024373117165855,0.5317764337431509
a,radiomics,LUNG1,4.09676053346182,-3.901877017396041
a,radiomics,LUNG1,6.509295005447895,-0.800068327753032
a,radiomics,LUNG1,1.5103931246742308,0.10244188651145864
a,radiomics,LUNG1,7.16931211792908,-0.7423674429178566
a,radiomics,LUNG1,-0.13023864962229764,2.096802185168105
a,radiomics,LUNG1,2.0338587268989925,3.272770857484752
a,radiomics,LUNG1,3.863606813766385,1.4088185058269382
a,radiomics,LUNG1,-0.790965337191996,2.6964766623047653
a,radiomics,LUNG1,2.1770072867417887,4.110300510936916
a,radiomics,LUNG1,1.9592086908659792,0.7039725862820249
a,radiomics,LUNG1,5.961490843618645,-2.2775355052635518
a,radiomics,LUNG1,2.075736316910639,1.17347056110487
a,radiomics,LUNG1,0.5883173315911183,1.8485684560329567
a,radiomics,LUNG1,5.588845919772324,-2.2858413128437327
a,radiomics,LUNG1,4.595387187075439,3.441389325239306
a,radiomics,LUNG1,8.564231628604944,-3.388311194442237
a,radiomics,LUNG1,3.6327321911859904,1.033541190203015
a,radiomics,LUNG1,-1.1483576210727275,0.5823111483545597
a,radiomics,LUNG1,4.153744089259321,0.6501742326937788
a,radiomics,LUNG1,4.929237206006082,-0.10690416112285656
a,radiomics,LUNG1,0.918399347074405,2.6549802087060677
a,radiomics,LUNG1,3.0193157223858065,2.244967278889992
a,radiomics,LUNG1,4.628555587527543,-0.25848729790266933
a,radiomics,LUNG1,2.1403738991301835,0.05846260644248959
a,radiomics,LUNG1,4.452771100293503,-3.461614572545903
a,radiomics,LUNG1,6.9731790961306395,-1.1836868898156543
a,radiomics,LUNG1,8.495901835152832,-5.117194062797559
a,radiomics,LUNG1,2.7106384478532677,0.3723629714443336
a,radiomics,LUNG1,3.0149681023781416,-2.4213331322709983
a,radiomics,LUNG1,-0.7750741628530338,0.6464395696585412
a,radiomics,LUNG1,0.2596413864285247,-0.03948053775636938
a,radiomics,LUNG1,6.909049708994004,-3.106001480858952
a,radiomics,LUNG1,3.2560177133035526,-1.0701774242279936
a,radiomics,LUNG1,4.704943131129447,-2.5996072603482543
a,radiomics,LUNG1,4.688394205231394,-4.241432937132544
a,radiomics,LUNG1,3.6749947718346214,-0.8028954289935797
a,radiomics,LUNG1,2.323389196781661,-2.4673681481681498
a,radiomics,LUNG1,1.8756869112504524,-2.476809632160199
a,radiomics,LUNG1,1.671490763472769,0.06057791231832353
a,radiomics,LUNG1,4.2288279163954,-0.4090776327001275
a,radiomics,LUNG1,2.552898765440633,-1.759615766488629
a,radiomics,LUNG1,3.6440937422016666,-2.0204221345756124
a,radiomics,LUNG1,1.319044240147024,-3.957935701877667
a,radiomics,LUNG1,0.0749877087570836,1.1397748073088805
a,radiomics,LUNG1,-0.7168525590922041,-0.15016160617500512
a,radiomics,LUNG1,4.247894735044702,-1.865256639726761
a,radiomics,LUNG1,11.411012103719138,-6.913986487271142
a,radiomics,LUNG1,3.8121684959872533,-2.8581404067023377
a,radiomics,LUNG1,-0.23089211979061822,-0.01617623394622857
a,radiomics,LUNG1,0.7415496093304184,1.057799017244698
a,radiomics,LUNG1,10.650033439445762,-3.699831537043759
a,radiomics,LUNG1,4.52459692509858,-1.620753370508108
a,radiomics,LUNG1,-1.3640283507204145,1.081924647614184
a,radiomics,LUNG1,-2.5683670919485135,3.139210163397036
a,radiomics,LUNG1,2.721797782684314,-1.0906755398772578
a,radiomics,LUNG1,6.438946920325805,-4.169990540028585
a,radiomics,LUNG1,3.069447911175733,0.09922847266931623
a,radiomics,LUNG1,5.536114886122789,-1.300556074637045
a,radiomics,LUNG1,-2.080965632246975,2.6563121231835036
a,radiomics,LUNG1,2.301836225264647,-1.8455701803705788
a,radiomics,LUNG1,0.6980114375525862,0.014686489002457235
a,radiomics,LUNG1,-0.44107297914442184,0.313353524538559
a,radiomics,LUNG1,1.012917468856009,-0.3965185140443059
a,radiomics,LUNG1,1.5633422499763996,2.0814602087624476
a,radiomics,LUNG1,0.6367474839136116,-0.39112402162211485
a,radiomics,LUNG1,0.5682633997132676,0.358928946509851
a,radiomics,LUNG1,4.16757427285416,1.0610837122902395
a,radiomics,LUNG1,3.7279756466525567,-3.1384571426687677
a,radiomics,LUNG1,-0.4434175532948998,2.6562066217093694
a,radiomics,LUNG1,0.6601635550959526,2.9865827043290833
a,radiomics,LUNG1,0.20878009331162173,0.09075525871629336
a,radiomics,LUNG1,-2.687231209972993,5.759796786955117
a,radiomics,LUNG1,1.1919841387333958,-1.5537307378455878
a,radiomics,LUNG1,2.6155325671906415,-2.4256737270448228
a,radiomics,LUNG1,1.7986816777052625,-0.7341271114230697
a,radiomics,LUNG1,6.3821374707530225,-1.682958499015488
a,radiomics,LUNG1,0.4526882117898795,1.651413715152768
a,radiomics,LUNG1,-2.348190310411441,3.2608264436662133
a,radiomics,LUNG1,6.873098756603114,-1.1124867594703776
a,radiomics,LUNG1,2.2680387194037466,3.0091090399689913
a,radiomics,LUNG1,0.4246566805652506,-0.020910704623963692
a,radiomics,LUNG1,12.590296007737226,-7.778550907455641
a,radiomics,LUNG1,0.6976399841494716,1.0665408832704866
a,radiomics,LUNG1,6.553043809824597,-1.865667840083495
a,radiomics,LUNG1,8.867363168948938,-6.019275501547423
a,radiomics,LUNG1,0.3327875442394198,-2.6901722138841775
a,radiomics,LUNG1,0.5597729925843188,-0.24669373971014094
a,radiomics,LUNG1,1.4224321232071309,-2.350887037872525
a,radiomics,LUNG1,-0.8041152079527113,0.522351093828261
a,radiomics,LUNG1,1.3759745760448836,-0.0015242083944453345
a,radiomics,LUNG1,3.9339733449205476,1.9808970744357688
a,radiomics,LUNG1,-0.6325740635248909,1.3571446542278378
a,radiomics,LUNG1,1.3673061730932259,-0.5506131858957901
a,radiomics,LUNG1,2.774485149244426,-1.3242243841715862
a,radiomics,LUNG1,0.16475578281381806,1.5023610629412723
a,radiomics,LUNG1,1.2691636497865944,-0.8231225364725921
a,radiomics,LUNG1,-1.1403797544383967,2.126970997673672
a,radiomics,LUNG1,0.7842844583534468,0.36538767927479543
a,radiomics,LUNG1,1.9150203632170126,3.0100325383653854
a,radiomics,LUNG1,5.041373565164276,-3.901568646839545
a,radiomics,LUNG1,1.997005211184575,3.0019027048438476
a,radiomics,LUNG1,17.996023011937908,-0.6242628269308603
a,radiomics,LUNG1,1.6223865907107609,-1.3774121165412392
a,radiomics,LUNG1,2.597997069592223,-0.6528381441818826
a,radiomics,LUNG1,3.9830393708764906,3.194559803635769
a,radiomics,LUNG1,3.193171808713553,-0.9624668755228378
a,radiomics,LUNG1,9.181894886843093,-6.4882129910785356
a,radiomics,LUNG1,3.1244825934445757,3.3157458664038417
a,radiomics,LUNG1,6.497065502823411,-5.05985162343818
a,radiomics,LUNG1,0.7877579219038658,3.4663493799213283
a,radiomics,LUNG1,-0.31796293330766984,2.096529883623933
a,radiomics,LUNG1,0.8286570588912215,0.7283956723030489
a,radiomics,LUNG1,3.766005975536491,-3.3142607655266634
a,radiomics,LUNG1,3.3229224346786657,1.993164638139864
a,radiomics,LUNG1,0.13896239746919725,1.4837600350136984
a,radiomics,LUNG1,-0.18761120457996402,-1.270728763559072
a,radiomics,LUNG1,1.7109469508600417,1.0279590441128341
a,radiomics,LUNG1,2.6817348002263213,0.9126360822652376
a,radiomics,LUNG1,4.629824638493596,-2.514548272314154
a,radiomics,LUNG1,-2.4198839811835327,3.025890434911046
a,radiomics,LUNG1,0.8620835605009136,5.356146811182437
a,radiomics,LUNG1,1.4784356569261226,0.033001216676815694
a,radiomics,LUNG1,3.593807258335883,-1.2427341740820863
a,radiomics,LUNG1,-0.8956607949308059,3.069411867533121
a,radiomics,LUNG1,1.2318416702615973,-1.7251307792910144
a,radiomics,LUNG1,1.3302875685543534,1.7826152291715132
a,radiomics,LUNG1,-1.0837349643332115,4.177632828113432
a,radiomics,LUNG1,0.3118482024160279,1.2887617759538552
a,radiomics,LUNG1,-0.014585395085805317,1.812607040441652
a,radiomics,LUNG1,4.51976740793273,-7.9058495001114295
a,radiomics,LUNG1,-0.9967247970440157,6.044477037653662
a,radiomics,LUNG1,3.255270928728796,-2.3641431752064213
a,radiomics,LUNG1,0.38453393540597597,-1.0157656378267401
a,radiomics,LUNG1,4.578904038869446,-2.405275282368205
a,radiomics,LUNG1,-1.9859712086040082,1.5917575918205062
a,radiomics,LUNG1,0.901463731186053,-0.8792359727850998
a,radiomics,LUNG1,0.0714976513016684,2.253107781026034
a,radiomics,LUNG1,7.904186149473733,-1.6107010933897927
a,radiomics,LUNG1,2.9874369832614245,1.598738481188545
a,radiomics,LUNG1,0.45467929749991576,-0.31296556468034403
a,radiomics,LUNG1,6.788064091254213,-2.9202424503991784
a,radiomics,LUNG1,3.055131672143754,-1.5101535745467036
a,radiomics,LUNG1,2.53099671499399,-0.8817010132043495
a,radiomics,LUNG1,2.200463912296804,-1.5468372401871198
a,radiomics,LUNG1,1.315723380744622,-0.6437726418591796
a,radiomics,LUNG1,1.8874071006861322,-1.841464066542468
a,radiomics,LUNG1,-1.4696541649306913,3.1290194835180243
a,radiomics,LUNG1,0.26653715374661446,0.30230945628916817
a,radiomics,LUNG1,3.7869959037646037,-2.797133635524548
a,radiomics,LUNG1,3.3543416285515235,-0.560343644405004
a,radiomics,LUNG1,4.3783815503108245,2.572448444423656
a,radiomics,LUNG1,8.350314330368368,-3.3884086268848916
a,radiomics,LUNG1,2.086348834332429,1.4308087371818887
a,radiomics,LUNG1,-0.10787663492786058,-0.9066602451849779
a,radiomics,LUNG1,0.6144922868010054,1.3300081884003156
a,radiomics,LUNG1,-0.5511207250521413,2.048257301290079
a,radiomics,LUNG1,3.5281335441698305,-0.6071658585202778
a,radiomics,LUNG1,0.7616763524156969,-0.6819020031029597
a,radiomics,LUNG1,3.797018110633996,-0.5009585902770595
a,radiomics,LUNG1,6.275787613963601,-2.3778450908398976
a,radiomics,LUNG1,-11.5149238953152,-14.38778884634648
a,radiomics,LUNG1,1.3945649990478055,-1.1366470963492794
a,radiomics,LUNG1,2.48197181776033,-2.093787521853998
a,radiomics,LUNG1,1.7753681232629592,-1.249606478686928
a,radiomics,LUNG1,1.8495376905120704,-1.357241952758893
a,radiomics,LUNG1,0.7924484302004179,1.9002126663353147
a,radiomics,LUNG1,-2.077367268708444,2.36641954952321
a,radiomics,LUNG1,0.0962266327824035,-1.0693433312474314
a,radiomics,LUNG1,1.9093326613629382,1.4173476870274795
a,radiomics,LUNG1,-0.8964462830729559,-0.32818789906009244
a,radiomics,LUNG1,-0.5991577302272312,2.3892717478640035
a,radiomics,LUNG1,-1.1388944461622026,-1.5379124957446535
a,radiomics,LUNG1,4.474866967130044,0.18041393364874506
a,radiomics,LUNG1,8.631432131872156,-4.887229803503719
a,radiomics,LUNG1,8.449932039047269,-5.072168382816655
a,radiomics,LUNG1,-2.015806772341463,4.163848623996453
a,radiomics,LUNG1,-0.452944110244135,1.7646568827698481
a,radiomics,LUNG1,0.564598279673776,-2.6697013451516156
a,radiomics,LUNG1,-1.3304030234586277,3.8350755350104255
a,radiomics,LUNG1,7.306798880814102,-16.520773354036557
a,radiomics,LUNG1,-4.615247413049091,2.415878032172121
a,radiomics,LUNG1,-1.0857405598617633,0.8125193028001201
a,radiomics,LUNG1,4.339335065372744,-1.8903864370151628
a,radiomics,LUNG1,3.009351797952786,-1.458311498117548
a,radiomics,LUNG1,4.990914637990695,-4.954187084699446
a,radiomics,LUNG1,9.399926331696795,-6.445070203581083
a,radiomics,LUNG1,-0.01803316125168237,1.5315355610260684
a,radiomics,LUNG1,6.539871730560256,-4.311985682829518
a,radiomics,LUNG1,-2.9083468619447332,3.1564432540585634
a,radiomics,LUNG1,3.1590590699202914,2.25460051699316
a,radiomics,LUNG1,4.439130491812287,-1.3252023252054272
a,radiomics,LUNG1,-4.165709264623565,4.317475675631072
a,radiomics,LUNG1,7.96492433800989,-1.800250934145567
a,radiomics,LUNG1,4.075590926001317,-0.9678585553027161
a,radiomics,LUNG1,13.597437224903446,-6.47897136489094
a,radiomics,LUNG1,0.2801538977520404,-1.4362897698360586
a,radiomics,LUNG1,0.6432833893879286,2.8138736213460134
a,radiomics,LUNG1,1.2532840761578588,-0.9408173721129108
a,radiomics,LUNG1,6.952136004487143,-2.1120085046177
a,radiomics,LUNG1,-0.620515228781624,3.5923480177417435
a,radiomics,LUNG1,-2.8068958381824305,6.010005379169264
a,radiomics,LUNG1,2.4108904891401153,-2.982406031561868
a,radiomics,LUNG1,-1.5287254500242737,2.2075188075192815
a,radiomics,LUNG1,-2.3064299208776395,0.2665221486453508
a,radiomics,LUNG1,2.0834631271856807,0.46607889380314244
a,radiomics,LUNG1,5.8684908825865225,1.2385429461965674
a,radiomics,LUNG1,7.583787082780431,-3.1047355144519027
a,radiomics,LUNG1,0.7734407516991432,4.474261446534492
a,radiomics,LUNG1,2.826022640377565,-2.4447162964462548
a,radiomics,LUNG1,-0.9068059394804976,2.2614778885891464
a,radiomics,LUNG1,-0.33557913083545093,2.458240995127029
a,radiomics,LUNG1,2.8005246724003854,-1.5626455023497805
a,radiomics,LUNG1,-0.1394494739247751,-0.2718203728201705
a,radiomics,LUNG1,2.2510221131871355,0.621839567119869
a,radiomics,LUNG1,9.297622162049953,-1.650687104336197
a,radiomics,LUNG1,-0.35279157322834476,1.2580163276666834
a,radiomics,LUNG1,5.450069494374752,-4.8342293433721455
a,radiomics,LUNG1,5.832509220247619,-1.1696316675348366
a,radiomics,LUNG1,-0.9492824374612199,1.1159678132612605
a,radiomics,LUNG1,-0.08465547389118179,0.29559826961160884
a,radiomics,LUNG1,4.842715768042646,-3.678863887072821
a,radiomics,Radiogenomics,-7.386028096424714,-8.953164529549158
a,radiomics,Radiogenomics,8.183335291721423,3.1118046244046966
a,radiomics,Radiogenomics,1.7896264294129407,7.941527624475545
a,radiomics,Radiogenomics,-1.5454587884973172,7.725226803288445
a,radiomics,Radiogenomics,-4.0917674459121205,8.204862643691696
a,radiomics,Radiogenomics,-3.7140645269491963,5.601410564984242
a,radiomics,Radiogenomics,1.3906270510087106,1.5165759374433145
a,radiomics,Radiogenomics,-7.144140579592481,0.737293795703933
a,radiomics,Radiogenomics,-7.735821132803597,9.43074055615537
a,radiomics,Radiogenomics,-1.8186312289230386,8.224990767552034
a,radiomics,Radiogenomics,0.9984627937299454,6.517724460225187
a,radiomics,Radiogenomics,0.8156837730553747,4.797034212776006
a,radiomics,Radiogenomics,-3.9721721183968888,12.696600167150155
a,radiomics,Radiogenomics,-0.018152496641626173,5.358482709183336
a,radiomics,Radiogenomics,-5.829558260383218,6.799609054810896
a,radiomics,Radiogenomics,5.883072900597233,13.200034601550975
a,radiomics,Radiogenomics,-15.651677482479512,-11.377659436206544
a,radiomics,Radiogenomics,9.334191515494723,12.488997766901486
a,radiomics,Radiogenomics,-7.345109990736126,9.981968371001647
a,radiomics,Radiogenomics,-1.3604475871605513,6.023762953123818
a,radiomics,Radiogenomics,-0.19394364597283162,1.7616352032027336
a,radiomics,Radiogenomics,-0.9353854891107349,0.1563895787377003
a,radiomics,Radiogenomics,-3.169676311520801,-2.531140251190308
a,radiomics,Radiogenomics,1.5587133148130632,4.416192543645216
a,radiomics,Radiogenomics,-13.202898076490552,-8.623983185001679
a,radiomics,Radiogenomics,-6.438427618229703,4.801179683529909
a,radiomics,Radiogenomics,5.43958756353801,5.388941799732509
a,radiomics,Radiogenomics,-0.06495237888430713,7.67816805772314
